id,status,source_domain,sentence,prelabel_rule_v4,prelabel_sonnet46,unaligned,comment,human_spans
1818-s0005,todo,人工智能招聘,3、熟悉数据库开发，熟悉Mysql、Oracle、MongoDb数据库应用开发其中一种；,数据库开发/S | Mysql、Oracle、MongoDb数据/S,数据库开发/S | Mysql/S | Oracle/S | MongoDb/S,,并列拆开；修正半词数据,
1818-s0006,todo,人工智能招聘,4、熟悉Python Wed框架（Django/Flask...）代码能力优秀，熟悉编码规范和具备良好的文档编写能力）；,代码能/S | 编码规范和/K | 文档编写能/S,Django/S | Flask/S | 编码规范/K | 文档编写/S,,框架是S；修正半词代码能、文档编写能；编码规范是知识K,
1819-s0002,todo,人工智能招聘, 3.产品开发管理：推动方案落地的全过程，包括UI、开发、测试和上线交付，为研发团队协调外部资源，做好进度和质量管控。,开发管/S | 推动方/S | 测试和上线交付/S | 协调外/S | 做好进/S | 管控/S,[],,整段是岗位职责描述不标,
1819-s0004,todo,人工智能招聘, 任职要求 1.本科及以上学历，工业设计、人机交互、计算机等相关专业。,工业设计/K | 人机交/K,本科及以上学历/K | 工业设计/K | 人机交互/K | 计算机/K,,补全学历和专业；修正半词人机交,
1819-s0006,todo,人工智能招聘, 3.具备良好的业务逻辑分析能力，能对业务部门的需求进行充分分析和梳理。,业务逻辑分析能力/S | 梳理/S,业务逻辑分析能力/S,需求分析,业务分析和需求分析是可执行技能S；梳理过于通用删除,
1819-s0007,todo,人工智能招聘, 4.具备良好的文档撰写能力，能编写清晰的产品文档。,文档撰写能力/S | 编写清/S | 产品文档/K,文档撰写能力/S,,文档撰写是技能S；编写清是半词删除；产品文档不单独标,
1819-s0008,todo,人工智能招聘, 5.熟练掌握Axure、墨刀等原型设计工具，以及Visio和MindManagerXMind等工具。,墨刀等原型设/S | Visio和MindManagerXMind等工具/S,Axure/S | 墨刀/S | Visio/S | MindManager/S | XMind/S,,补全半词，拆分并列工具,
1819-s0009,todo,人工智能招聘, 6.有公共服务、政务办事等C端产品设计经验者优先。,公共服务/K | 政务办/K,公共服务/K | 政务办事/K | C端产品设计/S,,补全半词，增加产品设计技能,
1820-s0002,todo,人工智能招聘, 3、负责云计算相关业务的问题定位与解决工作。,问题定位与解决工/S,问题定位/S | 解决/S,,去掉半词尾巴，拆分并列技能,
1820-s0003,todo,人工智能招聘, 任职条件： 1、较好的团队合作意识，良好的沟通能力与口头、书面表达能力，严谨的工作态度，良好的抗压能力；,团队合作意/T | 沟通能力与口头/T | 抗压能力/T,团队合作意识/T | 沟通能力/T | 书面表达能力/T | 抗压能力/T,口头表达能力,补全词，拆分口头和书面表达,
1820-s0005,todo,人工智能招聘, 3、具有Linux内核FS、Memory、Block、CPU、CGroup任意一种或多种开发经验；,Linux内核FS、Memory、Block/S | 开发经验/S,Linux/S | FS/S | Memory/S | Block/S | CPU/S | CGroup/S | 开发/S,,拆分并列技术，去掉半词和年限,
1820-s0006,todo,人工智能招聘, 4、熟悉常见的Linux内核调试方法；,Linux内核调试/S,Linux内核调试方法/S,,补全完整技能,
1820-s0007,todo,人工智能招聘, 5、熟悉主流虚拟化技术，具备KVM的开发和实施经验者优先；,主流虚拟化技术/K | KVM的开发和实施经/S,虚拟化技术/K | KVM/S | 开发/S | 实施/S,,去主流修饰词，拆分KVM开发实施，去掉半词和年限,
1821-s0000,todo,人工智能招聘,"工作职责：1.负责AI项目的系统设计和开发工作，和算法工程师、研发、交付等合作，将AI能力应用到实际客户应用中2.深入理解公司的AI平台及产品框架，并对平台进行改进、扩展，以服务更多的应用场景3.核心代码的编写、测试和评审4.参与解决方案或产品的需求设计，深入理解业务、参与需求分析并将之转换成技术实现方案5.攻克高并发、高稳定性，业务模型复杂等带来的各种挑战及技术难关6.研究相关新技术，并努力提升项目研发的效率和质量任职要求：1.计算机相关专业，本科及以上学历2.5年以上的产品研发或大型项目工程开发经验3.精通Java开发语言，熟悉jvm，web开发、缓存，分布式、高并发等核心技术4.熟悉Spring框架，熟练掌握SpirngCloud、SpringMVC、Hibernate和MyBatis等5.扎实的算法、数据结构功底以及系统设计能力，有丰富的性能调优经验6.熟悉Docker/Kubernetes相关生态并有实践经验，有集成Openstack和Docker落地经验者优先7.熟练掌握常见的关系型数据库（如Mysql）和Nosql（如Redis）数据库，熟悉常见的缓存技术与实现原理（如Memcached等）8.熟悉RPC框架（如Dubbo、Thrift等）、消息队列框架（如Kafka、RocketMQ等），熟悉Hadoop/Spark，流计算等，了解分布式协调服务Zookeeper9.熟悉权限管理、统一登录等系统的设计和实现原理，了解Oauth协议，有开放平台设计和开发经验者优先10.熟悉Linux系统原理、熟练运用Linux命令与脚本11.理解敏捷开发流程并有实践经验12.为人乐观积极，具有良好的沟通和团队协作能力福利待遇年底双薪,股票期权,带薪年假,交通补助,通讯津贴,午餐补助,绩效奖金,补充公积金",系统设计和开发工/S | 算法工程/S | 研发/S | 合作/T | 应用到/S | AI平台及产品框架/S | 改进/S | 扩展/S | 编写/S | 测试和评审/S | 需求设计/S | 需求分析并/S | 技术实现方/S | 高并发/K | 高稳定性/K | 技术难关6/K | 研究相关/S | 新技术/K | 工程开发经验/S | Java开发语言/S | jvm，web开发、缓存/S | 核心技术4/K | Spring框架/S | SpirngCloud、SpringMVC、Hibernate和MyBatis等/S | 数据结构功/K | 系统设计能力/S | 性能调优经验/S | Docker/Kubernetes相关生态并/S | Openstack和Docker/K | 落地经验/S | 关系型数据库（如/S,系统设计/S | 开发/S | 算法/K | 测试/S | 需求设计/S | 需求分析/S | 高并发/K | 计算机相关专业/K | 本科及以上学历/K | Java/S | jvm/S | web开发/S | 缓存/S | 分布式/K | Spring/S | SpirngCloud/S | SpringMVC/S | Hibernate/S | MyBatis/S | 数据结构/K | 系统设计能力/S | 性能调优/S | Docker/S | Kubernetes/S | Openstack/S | Mysql/S | Redis/S | Memcached/S | Dubbo/S | Thrift/S | Kafka/S | RocketMQ/S | Hadoop/S | Spark/S | Zookeeper/S | 权限管理/S | 统一登录/S | Oauth/S | Linux/S | Linux命令/S | 脚本/S | 敏捷开发/K | 沟通/T | 团队协作能力/T,,清理半词串号福利，拆分所有并列技能框架工具，去年限,
1822-s0000,todo,人工智能招聘,岗位职责：1.参与设计下一代的人工智能开发和应用平台，负责结合人工智能和垂直行业场景的产品的探索、机会发现、商务洽谈与方案及产品设计，协调各方资源推动产品上线;,设计下/S | 人工智能开发/S | 垂直行业场景的产/K | 探索/S | 机会发现/S | 推动产/S,设计/S | 人工智能/K | 探索/S | 商务洽谈/S | 方案/S | 产品设计/S,,修正半词，拆分并列，删除半词,
1822-s0001,todo,人工智能招聘,2.对以数据展示为核心的演示性产品的设计；,数据展示为/K | 演示性产品的设计/K,数据展示/S,产品设计,修正半词，设计是S不是K,
1822-s0002,todo,人工智能招聘,3.对在人工智能算法的可视化应用进行产品设计工作；,人工智能算法的可/S | 产品设计工作/S,人工智能算法/K | 可视化/S | 产品设计/S,,修正半词，算法是领域知识K，可视化和产品设计是S,
1822-s0003,todo,人工智能招聘,4.同研发团队紧密结合，开发AI新功能，推进技术研发创新。,研发团队紧/T | 开发AI/S | 推进技术/S | 创新/S,开发/S | 技术研发/S | 创新/T,团队合作,修正半词，团队合作是软技能T,
1822-s0005,todo,人工智能招聘,2.工作经验-五年以上设计或产品相关经验，拥有丰富的B端产品和用户体验产品设计的经验。,设计或产品相关经/S | B端产品和用户体/K,设计/S | 产品/S | B端产品/K | 用户体验/K,,修正半词，拆分并列，B端和用户体验是领域知识,
1822-s0006,todo,人工智能招聘,3．能力要求-具备较强的对人工智能抽象算法进行可视化和交互式产品设计的能力；,人工智能抽象算法/S | 可视化和交互式产/S,人工智能/K | 算法/K | 可视化/S | 交互式产品设计/S,,修正半词，拆分能力项,
1822-s0010,todo,人工智能招聘,-逻辑思维能力强，具备良好的合作态度及团队精神；,-逻辑思维能力强/T | 合作态度及团队精/T,逻辑思维能力/T | 合作态度/T | 团队精神/T,,修正半词，拆分并列软技能,
1823-s0000,todo,人工智能招聘,职位描述：1、负责公司软件产品的UI界面设计工作；,UI界面设计工作/S,UI界面设计/S,,修正半词,
1823-s0003,todo,人工智能招聘,任职要求：1、精通Photoshop、Illustrator、Flash等图形软件，html、Dreamweaver等网页制作工具，能够独立完成静态网页设计工作；,Photoshop、Illustrator、Flash等图形/S | 静态网页设计工作/S,Photoshop/S | Illustrator/S | Flash/S | html/S | Dreamweaver/S | 静态网页设计/S,,拆开并列工具，补全半词,
1823-s0004,todo,人工智能招聘,2、熟练操作常用办公软件，且具备其它软件应用能力；,操作常/S | 办公软件/K | 软件应用能力/S,办公软件/S,,删除半词操作常，办公软件是工具归S,
1823-s0006,todo,人工智能招聘,4、对通用类软件或互联网应用产品的人机交互方面有自己的理解和认识；,通用类软件或互联/K,人机交互/K,,删除半词，人机交互是领域知识,
1823-s0007,todo,人工智能招聘,5、具备良好的审美能力、深厚的美术功底，有较强的平面设计和网页设计能力；,审美能力/T | 美术功底/K | 平面设计和网页设/S,审美能力/T | 美术功底/K | 平面设计/S | 网页设计/S,,补全半词，拆开并列技能,
1823-s0008,todo,人工智能招聘,6、具有敏锐的用户体验观察力，富有创新精神；,用户体验观/K | 创新精神/T,用户体验/K | 创新精神/T,,补全半词用户体验观,
1823-s0009,todo,人工智能招聘,7、具有良好的团队协作及交流沟通能力，能够根据业务需求描述，独立设计出符合要求的UI界面；,团队协作及交流沟/T | 设计出/S | UI界面/S,团队协作/T | 交流沟通能力/T | 设计/S | UI界面/S,,补全半词，拆开并列软技能,
1824-s0000,todo,人工智能招聘,【工作职责】1.负责解决云产品现网疑难问题，深入分析，推动问题解决方案落地；,解决云/S | 分析，推动问/S | 落地/S,解决/S | 分析/S | 推动/S,,删除半词，拆开独立技能动词,
1824-s0001,todo,人工智能招聘,2.负责业务大数据数据分析，资源质量数据分析，提升客户跑量;,业务大数据数据分/S,大数据/S | 数据分析/S,,补全半词，拆开工具与方法,
1824-s0004,todo,人工智能招聘,【岗位要求】1.本科及以上学历，计算机及相关专业，3年以上工作经验；,计算机及相关专业/K,本科及以上学历/K | 计算机及相关专业/K,,学历和专业都是K，删除年限,
1824-s0005,todo,人工智能招聘,2.有云计算大规模基础服务平台的架构设计、运维经验优先；,云计算大/K | 架构设计/S | 运维经/S,云计算/K | 架构设计/S | 运维/S,,补全半词，云计算是领域知识K，架构设计和运维是S,
1824-s0007,todo,人工智能招聘,4.熟练Linux内核、docker，能够快速部署，配置及排错；,Linux内核/S | 快速部署，配置及/S,Linux内核/S | docker/S | 部署/S | 配置/S | 排错/S,,Linux内核和docker是工具S，并列的技能拆开,
1824-s0008,todo,人工智能招聘,5.具备并擅长Python、Perl、shell、SQL等开发能力优先；,SQL等/S,Python/S | Perl/S | shell/S | SQL/S,,编程语言都是S，并列拆开，删除等,
1824-s0009,todo,人工智能招聘,6.热爱技术，自我驱动，主动思考，不断钻研和探索新领域，有较好的技术敏感度、风险识别能力和全局意识。,技术，自我驱动/T | 钻研和探索新/T | 技术敏感度/T | 风险/T,自我驱动/T | 主动思考/T | 技术敏感度/T | 风险识别能力/T | 全局意识/T,,软技能T，补全半词，拆分并列,
