id,domain,status,kimi_status,human_priority,doubao_n_dropped,codex,doubao,kimi,rule,sentence
1809-s0000,人工智能招聘,span_mismatch,pending,True,1,客户需求/K | 商业需求转化/S | 技术语言/K,商业需求转化/S | 技术语言/K,,深度理解客户需求/T | 商业需求转化为技/S,工作职责: 1. 深度理解客户需求，把握客户需求意图，并将商业需求转化为技术语言；
1809-s0001,人工智能招聘,agree_spans,pending,False,0,大数据处理/S | 商业运营/S | 商业产品解决方案/S,大数据处理/S | 商业运营/S | 商业产品解决方案/S,,大数据处理能/S | 商业运营能/S | 商业产品解决方案/S, 2. 结合公司大数据处理能力、商业运营能力，将客户需求转化为可实施的商业产品解决方案；
1809-s0002,人工智能招聘,span_mismatch,pending,True,2,技术能力/K | 产品能力/K | 商业语言/K | 提案/S | 深挖客户需求/S | 数据能力/K,技术能力/K | 产品能力/K | 商业语言/K | 销售/S,,技术能力/K | 产品能/K | 商业语言/S | 客户需求与公/T | 数据能力的结/K, 3. 将公司技术能力/产品能力转化为商业语言，协助销售进行商业产品解决方提案，并不断深挖客户需求与公司数据能力的结合点；
1809-s0003,人工智能招聘,span_mismatch,pending,True,0,标准化/S | 落地/S | 商业产品解决方案/S,商业产品解决方案/S,,可标准化/S | 可落地/S, 4. 探索出符合市场需求的、可标准化、可落地的商业产品解决方案。
1809-s0004,人工智能招聘,span_mismatch,pending,True,1,售前咨询/S | 计算机相关专业/K,售前咨询/S,,技术类商业产品售/K | 计算机相关专业背/K, 任职资格: 1. 有5年及以上工作经历（尤其是技术类商业产品售前咨询经历），计算机相关专业背景；
1809-s0005,人工智能招聘,span_mismatch,pending,True,1,理解能力/T | 沟通表达能力/T | 逻辑思维能力/T | 资源整合能力/T | 演讲提案能力/T | 团队协作能力/T,商业理解能力/T | 沟通表达能力/T | 逻辑思维能力/T | 资源整合能力/T | 演讲提案能力/T | 团队协作能力/T,,技术及商业理解能/T, 2. 具备较强的技术及商业理解能力、沟通表达能力、逻辑思维能力、资源整合能力、演讲提案能力、团队协作能力；
1809-s0006,人工智能招聘,span_mismatch,pending,True,1,客户导向意识/T | 客户沟通/T,客户导向意识/T,,客户导向意识/T | 客户沟通界/T, 3. 具备较强的客户导向意识、良好的客户沟通界面；
1809-s0007,人工智能招聘,agree_spans,pending,False,0,执行能力/T | 时间管理能力/T | 自我驱动能力/T,执行能力/T | 时间管理能力/T | 自我驱动能力/T,,执行能力/T | 时间管/T, 4. 有较强的执行能力、时间管理能力、自我驱动能力。
1810-s0000,人工智能招聘,span_mismatch,pending,True,1,策略设计与优化/S | 移动定位/K | 用户画像/K | 机器学习/K | 分类/S | 聚类/S | 广告投放策略/S | CTR预估/S | 广告匹配技术/K | 广告相关性/K | 逻辑思维能力/T | 发现有价值的规律/S | python/S | 编程/S | 数据结构/K | 算法/K | 解决问题/S | 分析问题/S | 团队合作精神/T | 沟通能力/T | 学习能力/T | 大规模数据挖掘/S | 推荐算法/K | 机器学习算法/K | 优化理论/K | 搜索引擎/K | 推荐系统/K | 广告行业/K,广告投放系统/S | 策略设计/S | 移动定位/K | 用户画像/K | 机器学习/K | 分类聚类/K | 广告投放策略/K | CTR预估/S | 广告匹配技术/K | 广告相关性/K | 逻辑思维能力/T | python/S | 数据结构/K | 算法/K | 解决问题/S | 分析问题/S | 团队合作精神/T | 沟通能力/T | 学习能力/T | 数据挖掘/K | 推荐算法/K | 机器学习算法/K | 优化理论/K | 搜索引擎/K | 推荐系统/K | 广告行业/K,,策略设计与优化-/S | 移动定位/K | 用户画/K | 技术/K | 用户体验/K | 投放能/K | 广告投放策略，CTR/K | 逻辑思维能力/T | 海量数据中/K | 规律-/K | python等语言编程，数/S | 挑战性问题充/K | 解决问题和分析问/T | 团队合作精神/T | 沟通能力和学习能/T | 大规模数据挖掘/K | 搜索引擎/K | 推荐系/K,工作职责：-负责移动在线广告投放系统的策略设计与优化-应用移动定位、用户画像、机器学习、分类聚类等技术，提高广告系统的用户体验、投放能力及变现效率-主要方向：广告投放策略，CTR预估，广告匹配技术，广告相关性等职位要求：-良好的逻辑思维能力，能够从海量数据中发现有价值的规律-熟悉python等语言编程，数据结构和算法基础扎实-对解决挑战性问题充满热情，善于解决问题和分析问题-良好的团队合作精神，较强的沟通能力和学习能力-熟悉大规模数据挖掘、推荐算法、机器学习算法优化理论等技术者优先-有搜索引擎、推荐系统或广告行业相关背景者优先。
1811-s0000,人工智能招聘,agree_spans,pending,False,2,产品化/K | 规模化/K | 平台化/K | 市场投放/K | 解决方案/S,产品化/K | 规模化/K | 平台化/K | 市场投放/K | 解决方案/S,,对接市/S | 产品化/K | 规模化/K | 挖掘市/S | 提出解决方案，提/S,职位职责：1、负责对接市场职能衍生的产品化、规模化、平台化需求，挖掘市场投放中出现的痛点并提出解决方案，提升投放效率与深度；
1811-s0001,人工智能招聘,span_mismatch,pending,True,0,研发/S | 设计/S | 沟通/T,沟通/T | 产品落地/S | 优化/S | 更新迭代/S,,研发/T | 设计/T | 产品/T | 沟通/T | 推动内/T | 落地并负责优/S | 更新迭/S,2、与研发、设计、产品与运营团队紧密沟通，推动内部后台产品落地并负责优化更新迭代；
1811-s0002,人工智能招聘,span_mismatch,pending,True,1,需求评审/S,需求评审/S | UI设计/S | 技术排期/S | 研发/S | 测试/S | 验收/S | 数据检测/S | 问题收集/S | 持续迭代/S,,管理项/S | 需求评审-UI设计/S,3、可以独立管理项目闭环，从需求评审-UI设计-技术排期-研发-测试-验收-数据检测-问题收集-持续迭代；
1811-s0003,人工智能招聘,span_mismatch,pending,True,3,数据分析/S,数据分析/S | 项目落地/S,,制定合理的数据衡/S | 进行数据分析并产/S | 统筹协调产品、市/T,4、制定合理的数据衡量指标，定期进行数据分析并产出和商业化合作的方案，能统筹协调产品、市场、运营、商业化团队资源将项目落地。
1811-s0004,人工智能招聘,span_mismatch,pending,True,0,本科及以上学历/K,本科及以上学历/K | 产品/K | 内容型产品/K,,产品经验/K | 内容型产品经验优/K,职位要求：1、本科及以上学历，3年以上产品经验，有内容型产品经验优先；
1811-s0005,人工智能招聘,span_mismatch,pending,True,1,分析能力/T | 数据分析/S,业务分析/S | 数据分析/S | 运营策略/K,,数据及业务分析能/K | 数据分析挖/S | 制定相应/S | 运营策略/K,2、较强的数据及业务分析能力，善于通过数据分析挖掘问题并制定相应运营策略；
1811-s0006,人工智能招聘,span_mismatch,pending,True,1,项目管理/S | 解决复杂问题/S,沟通协作/T | 项目管理/S | 解决复杂问题/S,,沟通协/T | 项目管理能力，抗/T | 解决复杂问题的能/T,3、出色的沟通协作和项目管理能力，抗压力强，具备解决复杂问题的能力；
1811-s0007,人工智能招聘,span_mismatch,pending,True,1,执行力/T,判断力/T | 执行力/T,,致判断力和执行力/T | 适应快/T | 和高强度工作压力/T,4、极致判断力和执行力，能适应快速变化和高强度工作压力。
1811-s0008,人工智能招聘,agree_empty,pending,False,0,[],[],,[]," 福利待遇 扁平管理,弹性工作,大厨定制三餐,就近租房补贴,六险一金,股票期权,成长空间大,双线地铁沿线,mac办公"
1812-s0000,人工智能招聘,span_mismatch,pending,True,0,系统设计/S,智能环保机器人/K | 控制系统设计/S | 代码书写/S,,控制系统设计和代/S,岗位职责：1、智能环保机器人的控制系统设计和代码书写。
1812-s0001,人工智能招聘,span_mismatch,pending,True,0,固液分离系统控制/K,固液分离系统/K | 控制设计/S | 代码书写/S,,固液分离系统控制/S,2、固液分离系统控制设计和代码书写。
1812-s0002,人工智能招聘,span_mismatch,pending,True,1,计算机科学与技术/K | 自动化/K | 电子信息/K | 本科/K | C++/S | 操作系统/K | Linux/S | Android/S | 系统开发/S | 编码/S,计算机科学与技术/K | 自动化/K | 电子信息/K | 本科以上学历/K | C/C++/S | 嵌入式操作系统/K | Linux/S | Android/S | 嵌入式系统开发/S | 软件代码调试/S | 文档规范/K,,计算机科学与技术/K | C/C++/S | Linux/Android嵌入式系统/S | 软件代码调试经验/S | 开发习惯文/S | 编码习惯/S,"岗位要求：1、计算机科学与技术、自动化、电子信息信息等专业本科以上学历2、精通C/C++,熟悉至少一种嵌入式操作系统，有Linux/Android嵌入式系统开发经验，丰富的软件代码调试经验，有良好的开发习惯文档规范以及编码习惯。"
1812-s0003,人工智能招聘,span_mismatch,pending,True,2,ARM/S | DSP/S | mips/S | CPU/S | 外围设备驱动/S,ARM/K | DSP/K | mips/K,,"ARM,DSP或者mips/K | 外围设备驱动的开/S","3、精通ARM,DSP或者mips等CPU，精通外围设备驱动的开发调试。"
1812-s0004,人工智能招聘,span_mismatch,pending,True,2,架构设计/S | 软件的模块化/K | 计算机/K,嵌入式软件设计/S | 程序架构设计/S | 模块化/K | 可移植性/K | 计算机原理/K,,嵌入式软件设计方/S | 程序架构设计经验/S | 软件的模块化、可/K | 计算机原理/K | 重构代码性能/S,4、熟练嵌入式软件设计方法，有程序架构设计经验，对软件的模块化、可移植性有深入理解，精通计算机原理，能重构代码性能。
1812-s0005,人工智能招聘,span_mismatch,pending,True,1,GCC/S | 编译/S | modbus/S | 通信/K | Linux/S | ARM/S | 系统架构/K | kernel/S | BootLoader/S | USB/S | FLASH/S | CAN/S | SPI/S | 串口/S,GCC编译器/S | modbus通信协议/K | Linux/S | ARM/S | 系统架构/K | kernel/S | BootLoader/S | USB/S | FLASH/S | CAN/S | SPI/S | 串口开发/S,,会使用GCC编译器6/S | modbus通信协议7/K | ARM系统架构（驱动/K | 串口开发经验/S,5、会使用GCC编译器6、熟悉modbus通信协议7、熟悉Linux/ARM系统架构（驱动、kernel、BootLoader）者优先8、具有USB/FLASH/CAN/SPI/串口开发经验者优先9、有过机器人竞赛经验者优先。
1813-s0001,人工智能招聘,span_mismatch,pending,True,6,数据库/K | 技术支持/S | 数据处理/S | 流程优化/S | 分析/S | 数据分析/S,数据库技术支持/S | 数据处理/S | 流程优化/S | 数据分析/S | 决策支持/S,,设计并建立公/S | 数据库集群2/K | 数据库技术支持3/S | 学习使/T | 数据处理工作/S | 流程优化4/S | 数据进行监督管控/S | 数据分析和挖掘/S | 决策支持6/S | 数据的整理和分析/S,职位描述：1根据公司业务特点设计并建立公司数据库集群2为解决业务部门问题及工作需要提供必要的数据库技术支持3通过学习使用相关软件，帮助完成业务部门相关数据处理工作流程优化4协助业务部门对公司数据进行监督管控，制定数据标准，完善分析方法5结合公司业务运作流程，通过数据分析和挖掘，为公司管理层提供决策支持6各种临时性数据的整理和分析？
1813-s0002,人工智能招聘,empty_mismatch,pending,True,2,[],sqlserver/S | mysql/S | 数据库/K | 学习能力/T | 抗压能力/T | 数据分析/S | 软件实施/S,,使用sqlserver或mysql/S | 学习能力和抗压能/T | 计算机相关专业4/K | 数据分析或相关软/K | 培训体系/K | 入职培训/K | 专业知/K,任职要求：1熟练使用sqlserver或mysql数据库2较强的学习能力和抗压能力3本科（含）以上学历，计算机相关专业4有数据分析或相关软件实施工作经验优先考虑5有银行、咨询、服务行业工作经验优先考虑发展空间：1完善的培训体系：我们为新员工提供入职培训、专业知识培训、工作技能培训等多种形式的培训活动，传统的师徒制让新员工能够快速全面的投入工作。
1813-s0003,人工智能招聘,agree_empty,pending,False,0,[],[],,留学这/K | 级双通道的晋升/K,2广阔的晋升空间：公司处于留学这个朝阳行业，为每位员工提供广阔的晋升空间，在这里，每位员工享有五级双通道的晋升体系！
1813-s0004,人工智能招聘,agree_empty,pending,False,0,[],[],,管理级别和专业级/K | 职业发展机制/K | 专家型人才还/K | 管理型人才都/K | 百利天下教育集团/K | 晋升平台/K,我们采用管理级别和专业级别双通道的职业发展机制，不论你是专家型人才还是管理型人才都能在百利天下教育集团找到自己的晋升平台
1814-s0000,人工智能招聘,empty_mismatch,pending,True,0,口腔预防/K | 护理/S,[],,口腔预防/K | 口腔护/K,某口腔医疗赛道上游公司，口腔修复材料及口腔数字化设备提供商，齿科行业智能医疗设备和器械生产高新技术企业，专注解决口腔健康问题，从口腔预防、口腔护理、口腔修复材料的研发到打造理想的数字化诊疗体验。
1814-s0001,人工智能招聘,agree_empty,pending,False,0,[],[],,开发相关耗材、智/S | 变革传统齿科制造/S,围绕新型齿科材料，开发相关耗材、智能化设备，开发新技术，丰富服务与培训，变革传统齿科制造工艺。
1814-s0002,人工智能招聘,agree_empty,pending,False,0,[],[],,数字化/S | 智能化发/S | 科技构/K | 口腔生态圈/K | 口腔服务公/K,实现国际口腔行业的数字化、智能化发展，用科技构建口腔生态圈，致力于成为世界先进的口腔服务公司。
1814-s0003,人工智能招聘,span_mismatch,pending,True,0,分析/S | 3D打印/S | 设备需求/K,调研/S | 挖掘/S | 分析/S | 汇总/S | 3D打印/K | 材料/K | 设备/K | 工艺标准/K,,调研/S | 挖掘和分析/S | 3D打印相关/K | 材料/K | 设备需求及/K | 工艺标准/K, 岗位职责： 1.负责调研、挖掘和分析和汇总行业/客户与3D打印相关的材料/设备需求及相应工艺标准。
