id,batch,status,source_domain,conflict_kind,empty_hint,sentence,prelabel_rule_v4,suggest_codex,suggest_doubao,suggest_kimi,human_spans,comment
1813-s0001,02,todo,人工智能招聘,span_mismatch,,职位描述：1根据公司业务特点设计并建立公司数据库集群2为解决业务部门问题及工作需要提供必要的数据库技术支持3通过学习使用相关软件，帮助完成业务部门相关数据处理工作流程优化4协助业务部门对公司数据进行监督管控，制定数据标准，完善分析方法5结合公司业务运作流程，通过数据分析和挖掘，为公司管理层提供决策支持6各种临时性数据的整理和分析？,设计并建立公/S | 数据库集群2/K | 数据库技术支持3/S | 学习使/T | 数据处理工作/S | 流程优化4/S | 数据进行监督管控/S | 数据分析和挖掘/S | 决策支持6/S | 数据的整理和分析/S,数据库/K | 技术支持/S | 数据处理/S | 流程优化/S | 分析/S | 数据分析/S,数据库技术支持/S | 数据处理/S | 流程优化/S | 数据分析/S | 决策支持/S,设计/S | 建立公司数据库集群/S | 数据库技术支持/S | 学习/T | 数据处理/S | 流程优化/S | 制定数据标准/S | 分析方法/S | 数据分析/S | 决策支持/S,,
1813-s0002,02,todo,人工智能招聘,empty_mismatch,,任职要求：1熟练使用sqlserver或mysql数据库2较强的学习能力和抗压能力3本科（含）以上学历，计算机相关专业4有数据分析或相关软件实施工作经验优先考虑5有银行、咨询、服务行业工作经验优先考虑发展空间：1完善的培训体系：我们为新员工提供入职培训、专业知识培训、工作技能培训等多种形式的培训活动，传统的师徒制让新员工能够快速全面的投入工作。,使用sqlserver或mysql/S | 学习能力和抗压能/T | 计算机相关专业4/K | 数据分析或相关软/K | 培训体系/K | 入职培训/K | 专业知/K,[],sqlserver/S | mysql/S | 数据库/K | 学习能力/T | 抗压能力/T | 数据分析/S | 软件实施/S,sqlserver/S | mysql数据库/S | 学习能力/T | 抗压能力/T | 计算机相关专业/K | 数据分析/K | 软件实施工作经验/S,,
1814-s0003,02,todo,人工智能招聘,span_mismatch,, 岗位职责： 1.负责调研、挖掘和分析和汇总行业/客户与3D打印相关的材料/设备需求及相应工艺标准。,调研/S | 挖掘和分析/S | 3D打印相关/K | 材料/K | 设备需求及/K | 工艺标准/K,分析/S | 3D打印/S | 设备需求/K,调研/S | 挖掘/S | 分析/S | 汇总/S | 3D打印/K | 材料/K | 设备/K | 工艺标准/K,调研/S | 挖掘/S | 分析/S | 汇总/S | 3D打印/K | 材料/K | 设备需求/K | 工艺标准/K,,
1814-s0004,02,todo,人工智能招聘,empty_mismatch,, 2.负责与研发项目负责人对接，组织协调新产品或新工艺的整体转产进度，对产品转生产和量产阶段的交付内容和时间节点负责。,组织协调新/T | 交付内容和时间节/T,[],组织协调/S,组织协调/T | 交付/T,,
1814-s0005,02,todo,人工智能招聘,empty_mismatch,, 3.负责构建新产品/新工艺转生产阶段转产流程，提升工艺团队转产能力，承接公司新产品/新工艺的转产工作。,构建新/S | 转产流程，提升工/S | 转产能力，承接公/S | 转产工作/S,[],转产工作/S,构建新产品/新工艺转生产阶段转产流程/S | 提升工艺团队转产能力/S,,
1814-s0006,02,todo,人工智能招聘,empty_mismatch,, 4.负责建立各产品线工艺标准和品质控制点。,建立各/S | 工艺标准和品质控/K,[],品质控制点/K,建立各产品线工艺标准/S | 品质控制点/S,,
1814-s0007,02,todo,人工智能招聘,empty_mismatch,, 5.负责工艺改善优化工作，对提质增效降本做出贡献。,工艺改善优/S | 提质增/S | 降本做/S,[],工艺改善/S,工艺改善优化/S | 提质增效/S | 降本/S,,
1814-s0010,02,todo,人工智能招聘,span_mismatch,, 3、具备3年以上3D打印研发、制造、工艺经验；,3D打印研/K | 制造/S | 工艺经验/S,3D打印研发/S | 制造/S,3D打印/K | 研发/S | 制造/S | 工艺/S,3D打印研发/K | 制造/S | 工艺经验/S,,
1814-s0011,02,todo,人工智能招聘,span_mismatch,, 4、熟练使用office（word、excel、PPT）、CAD绘图等软件；,使用office（word、excel/S | CAD绘图等软件/S,office/S | word/S | excel/S | PPT/S | CAD/S | 绘图/S,word/S | excel/S | PPT/S | CAD/S,office/S | word/S | excel/S | PPT/S | CAD绘图/S,,
1815-s0000,02,todo,人工智能招聘,span_mismatch,,岗位职责：1、主要负责北京总部与全国分公司的软件技术、硬件产品、销售、售前、商务、市场供应链等类职位的招聘；,软件技术/K | 硬件产/K,供应链/K | 招聘/S,招聘/S,软件技术/K | 硬件产品/K | 销售/S | 售前/S | 商务/S | 市场/S | 供应链/S,,
1815-s0001,02,todo,人工智能招聘,span_mismatch,,2、负责全部招聘流程管理，包括但不仅限于招聘需求确定、人员搜集、面试、offer谈判、背景调查、确保顺利入职和试用期维护等。,招聘流程管理/S | 招聘需求确定、人/S | 入职和试用期维护/S,招聘流程管理/S | 招聘需求/S | 人员搜集/S | 面试/S | offer谈判/S | 背景调查/S | 试用期维护/S,招聘流程管理/S | 招聘需求确定/S | 人员搜集/S | 面试/S | offer谈判/S | 背景调查/S | 试用期维护/S,招聘流程管理/S | 招聘需求确定/S | 人员搜集/S | 面试/S | offer谈判/S | 背景调查/S,,
1815-s0002,02,todo,人工智能招聘,span_mismatch,,任职要求：1、统招本科及以上学历，4年以上招聘经验，具有物联网安防行业的招聘经验优先。,招聘经验/S | 物联网安防行业的/K,本科及以上学历/K | 物联网/K,本科及以上学历/K | 招聘/S | 物联网/K | 安防行业/K,统招本科及以上学历/K | 招聘经验/S | 物联网安防行业/K,,
1815-s0003,02,todo,人工智能招聘,span_mismatch,,2、熟练掌握人力资源规划与配置方法，职位分析、招聘面试等方面的专业知识和技巧。,人力资源规划与配/S | 的专业知识和技巧/K,人力资源规划/S | 招聘/S | 面试/S | 专业知识/K,人力资源规划/S | 职位分析/S | 招聘面试/S,人力资源规划与配置方法/K | 职位分析/K | 招聘面试/S | 专业知识/K | 技巧/K,,
1815-s0008,02,todo,人工智能招聘,empty_mismatch,,3.技术优势：公司拥有完备的应用大数据、云计算、物联网和移动互联网等先进技术，综合研发软、硬件产品和应用服务的能力。,应用大数据/K | 云计/K | 研发软/S | 硬件产品/S,大数据/K | 云计算/K | 物联网/K,[],大数据/K | 云计算/K | 物联网/K | 移动互联网/K | 硬件产品/S,,
1816-s0000,02,todo,人工智能招聘,empty_mismatch,,"职位诱惑：------------初创团队氛围，一对一指导,弹性工作制,成长空间大,干货满满岗位职责：------------1.媒体平台账号运营：将撰稿团队生产的每一篇内容编辑发布到各大自媒体平台：包括微信公众号、头条号、微博、知乎专栏、百家号、腾讯网易搜狐凤凰自媒体平台等等。","指导,弹性工作制/T | 运营/S | 编辑发/S | 微信公众号/K | 头条/K | 搜狐凤/K",[],运营/S | 内容编辑/S | 微信公众号/K | 头条号/K | 微博/K | 知乎专栏/K | 百家号/K,弹性工作制/T | 运营/S | 编辑/S | 微信公众号/S | 头条号/S | 微博/S | 知乎专栏/S | 百家号/S | 腾讯/S | 网易/S | 搜狐/S | 凤凰/S,,
1816-s0002,02,todo,人工智能招聘,empty_mismatch,,2.运营第三方渠道：将文章投稿至第三方网站，维护已入驻的第三方平台，开拓新的平台和合作方。,运营第/S | 将文章投稿至/S | 维护已/S | 开拓新/S,[],运营/S | 投稿/S | 维护/S,运营/S | 投稿/S | 维护/S | 开拓/S,,
1816-s0003,02,todo,人工智能招聘,span_mismatch,,3.读者运营：维护读者群，定期进行读者沟通交流，统计分析数据用作内容创作方向参考。,维护读/S | 定期进/T | 读者沟通交流，统/T | 用作内/S,统计分析/S,读者运营/S | 维护/S | 沟通/T,维护/S | 沟通交流/T | 统计分析/S,,
1816-s0005,02,todo,人工智能招聘,span_mismatch,,任职要求：------------1.互联网深度用户，搜索引擎爱好者优先；,互联网深/K | 搜索引擎爱/K,搜索引擎/K,互联网/K | 搜索引擎/K,互联网/K | 搜索引擎/S,,
1816-s0006,02,todo,人工智能招聘,span_mismatch,,2.对运营思路逻辑清晰，表达能力强；,运营思路逻/K | 表达能力强/T,表达能力/T,运营/S | 表达能力/T,运营思路/K | 表达能力/T,,
1816-s0011,02,todo,人工智能招聘,empty_mismatch,,3.学习支持：酌情报销员工用于学习工作技能的开销（比如网络课程、线下培训之类的），鼓励自我驱动。,学习支持/T | 工作技能的开销（/S | 自我驱动/T,学习支持/T | 网络/K,[],自我驱动/T,,
1816-s0012,02,todo,人工智能招聘,empty_mismatch,,4.能力提升：对各大媒体平台特性的横向了解、掌握典型互联网思维和运营推广方法论、随时接触互联网前沿科技动态。,掌握典/K | 和运营推广方法论/K | 接触互/S,运营推广/S,[],互联网思维/K | 运营推广方法论/K,,
1817-s0000,02,todo,人工智能招聘,span_mismatch,,[岗位职责: 1.参与大数据产品的规划、需求分析和整体架构设计，承担核心功能和模块的代码编写；,大数据产品的规划/S | 核心功能和模块的/S,大数据/K | 规划/S | 需求分析/S | 架构设计/S,需求分析/S | 架构设计/S | 代码编写/S,大数据/K | 代码编写/S,,
1817-s0001,02,todo,人工智能招聘,span_mismatch,, 2.参与基于Spark StreamingStorm流式处理框架离线数据的开发与优化工作。,Spark StreamingStorm流式处理/S | 开发与优化工作/S,Spark/S | 开发/S,Spark StreamingStorm/S | 流式处理框架/K | 优化/S,Spark StreamingStorm/S | 流式处理/S | 开发/S | 优化/S,,
1817-s0002,02,todo,人工智能招聘,span_mismatch,, 3.参与流式处理框架开发离线ETL开发，结合业务的应用、处理实时数据离线数据及相应应用场景的开发;,流式处理框架开发/S | 实时数据离/K | 应用场景的开发/S,开发/S,流式处理框架开发/S | ETL开发/S,流式处理框架/S | ETL/S | 实时数据/K | 离线数据/K,,
1817-s0003,02,todo,人工智能招聘,empty_mismatch,, 4.负责处理系统的运维，保证系统的高可用性和稳定性；,处理系统的运维/S,运维/S | 稳定性/T,[],运维/S,,
1817-s0004,02,todo,人工智能招聘,span_mismatch,, 5.负责优化分布式框架，解决大并发下的各种问题. 6.参与大数据的挖掘、存储、抽取、计算、应用、整合、可视化及Rest API接口设计等研发工作；,优化分/S | 解决大/S | 大数据的挖掘、存/K,分布式/K | 大数据/K | 可视化/S,Rest API接口设计/S,分布式框架/S | 大数据/K | 存储/S | 抽取/S | 计算/S | 应用/S | 整合/S | 可视化/S | Rest API/S,,
1817-s0006,02,todo,人工智能招聘,span_mismatch,, 任职资格: 1、数学、计算机等相关专业，本科以上学历，5年以上的数据管理与数据运维经验；,数学/K | 计算机等相/K | 数据管理与数据运/S,数学/K | 计算机/K | 相关专业/K | 本科/K,数学/K | 计算机/K | 本科以上学历/K | 数据管理/S | 数据运维/S,数学/K | 计算机/K | 本科/K | 数据管理/S | 数据运维/S,,
1817-s0009,02,todo,人工智能招聘,span_mismatch,, 4、有一定的大数据项目实施、BI项目实施经验；,大数据项目实施/S,大数据/K | 项目实施/S,大数据项目实施/S | BI项目实施/S,大数据/K | BI/K,,
1818-s0002,02,todo,人工智能招聘,span_mismatch,,3、参与公司AI产品的开发、实施、测试文档编写工作。,开发/S | 实施/S | 测试/S,AI/S | 开发/S | 实施/S | 测试/S | 文档编写/S,实施/S | 测试/S | 文档编写/S,开发/S | 实施/S | 测试/S | 文档编写/S,,
1818-s0003,02,todo,人工智能招聘,span_mismatch,, 岗位要求1、计算机相关专业，全日制本科及以上学历，2年以上后端开发经验，有过运营商项目经验的更佳；,计算机相关专业/K | 后端开发经验/S | 运营商项目经验/K,计算机相关专业/K | 本科及以上学历/K | 后端开发/S,本科及以上学历/K | 后端开发/S,计算机/K | 本科/K | 后端开发/S | 运营商项目经验/K,,
1818-s0004,02,todo,人工智能招聘,span_mismatch,,2、熟练python编程语言，熟悉服务端开发流程，熟悉常见的算法和数据结构；,python编程语言/S | 服务端开发流程/S | 常见的算法和数据/S,python/S | 编程语言/K | 算法/K | 数据结构/K,python/S | 服务端开发/S | 算法/K | 数据结构/K,服务端开发/S | 算法/K | 数据结构/K,,
1818-s0005,02,todo,人工智能招聘,span_mismatch,,3、熟悉数据库开发，熟悉Mysql、Oracle、MongoDb数据库应用开发其中一种；,数据库开发/S | Mysql、Oracle、MongoDb数据/S,数据库/K | Mysql/S | Oracle/S | MongoDb/S | 应用开发/S,数据库开发/S | Mysql/S | Oracle/S | MongoDb/S,数据库开发/S | Oracle/S,,
1818-s0006,02,todo,人工智能招聘,span_mismatch,,4、熟悉Python Wed框架（Django/Flask...）代码能力优秀，熟悉编码规范和具备良好的文档编写能力）；,代码能/S | 编码规范和/K | 文档编写能/S,Python/S | 编码/S | 文档编写/S,Python/S | Django/S | Flask/S | 编码规范/K | 文档编写/S,Django/S | Flask/S | 编码规范/K | 文档编写能力/S,,
1819-s0002,02,todo,人工智能招聘,span_mismatch,, 3.产品开发管理：推动方案落地的全过程，包括UI、开发、测试和上线交付，为研发团队协调外部资源，做好进度和质量管控。,开发管/S | 推动方/S | 测试和上线交付/S | 协调外/S | 做好进/S | 管控/S,产品开发/S | 测试/S,产品开发管理/S | 开发/S | 测试/S | 上线交付/S | 质量管控/S,产品开发管理/S | UI/S | 开发/S | 测试/S | 上线交付/S | 质量管控/S,,
1819-s0004,02,todo,人工智能招聘,span_mismatch,, 任职要求 1.本科及以上学历，工业设计、人机交互、计算机等相关专业。,工业设计/K | 人机交/K,本科及以上学历/K | 工业设计/S | 计算机/K | 相关专业/K,本科及以上学历/K | 工业设计/K | 人机交互/K | 计算机/K,本科/K | 工业设计/K | 人机交互/K | 计算机/K,,
1819-s0006,02,todo,人工智能招聘,span_mismatch,, 3.具备良好的业务逻辑分析能力，能对业务部门的需求进行充分分析和梳理。,业务逻辑分析能力/S | 梳理/S,逻辑分析能力/T,业务逻辑分析/S,业务逻辑分析能力/S,,
1819-s0007,02,todo,人工智能招聘,empty_mismatch,, 4.具备良好的文档撰写能力，能编写清晰的产品文档。,文档撰写能力/S | 编写清/S | 产品文档/K,[],文档撰写/S | 产品文档/K,文档撰写能力/S | 产品文档/K,,
1819-s0008,02,todo,人工智能招聘,span_mismatch,, 5.熟练掌握Axure、墨刀等原型设计工具，以及Visio和MindManagerXMind等工具。,墨刀等原型设/S | Visio和MindManagerXMind等工具/S,Axure/S | Visio/S,Axure/S | 墨刀/S | Visio/S | MindManagerXMind/S,Axure/S | 墨刀/S | 原型设计/S | Visio/S | MindManagerXMind/S,,
1819-s0009,02,todo,人工智能招聘,span_mismatch,, 6.有公共服务、政务办事等C端产品设计经验者优先。,公共服务/K | 政务办/K,公共服务/K | 产品设计/S,公共服务/K | 政务办事/K | C端产品设计/S,公共服务/K | 政务办事/K | C端产品/K,,
